restaurant_id,date,repas,categorie,plat,nutriscore,regime,impact_carbone,style_culinaire,calories_estimees
274,02/04/2026,midi,Déjeuner,Sandwichs froids,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,02/04/2026,midi,Déjeuner,Les classiques,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,02/04/2026,midi,Déjeuner,Les améliorés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,02/04/2026,midi,Déjeuner,Le pané,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,02/04/2026,midi,Déjeuner,"Salade, tomate, guacamole, oignons rouges, emmental, poulet pané, pain ciabatta",A,Carné,Moyen,Fraîcheur,450
274,02/04/2026,midi,Déjeuner,Le dandy,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,02/04/2026,midi,Déjeuner,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
274,02/04/2026,midi,Déjeuner,Pizza margarita,C,Végétalien/Base Végétale,Bas,Street Food,700
274,03/04/2026,midi,Déjeuner,Pause gourmande,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,"Chips, chips aromatisées",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,Sandwichs froids,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,Les classiques,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,Les améliorés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,Le pané,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,"Salade, tomate, guacamole, oignons rouges, emmental, poulet pané, pain ciabatta",A,Carné,Moyen,Fraîcheur,450
274,03/04/2026,midi,Déjeuner,Le dandy,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,03/04/2026,midi,Déjeuner,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
274,03/04/2026,midi,Déjeuner,Pizza margarita,C,Végétalien/Base Végétale,Bas,Street Food,700
274,07/04/2026,midi,Déjeuner,Pause gourmande,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,"Chips, chips aromatisées",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,Sandwichs froids,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,Les classiques,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,Les améliorés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,Le pané,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,"Salade, tomate, guacamole, oignons rouges, emmental, poulet pané, pain ciabatta",A,Carné,Moyen,Fraîcheur,450
274,07/04/2026,midi,Déjeuner,Le dandy,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,07/04/2026,midi,Déjeuner,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
274,07/04/2026,midi,Déjeuner,Pizza margarita,C,Végétalien/Base Végétale,Bas,Street Food,700
274,08/04/2026,midi,Déjeuner,Pause gourmande,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,"Chips, chips aromatisées",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,Sandwichs froids,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,Les classiques,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,Les améliorés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,Le pané,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,"Salade, tomate, guacamole, oignons rouges, emmental, poulet pané, pain ciabatta",A,Carné,Moyen,Fraîcheur,450
274,08/04/2026,midi,Déjeuner,Le dandy,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
274,08/04/2026,midi,Déjeuner,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
274,08/04/2026,midi,Déjeuner,Pizza margarita,C,Végétalien/Base Végétale,Bas,Street Food,700
1280,27/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,27/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,27/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,30/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,30/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,30/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,31/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,31/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,31/03/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,01/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,01/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,01/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,02/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,02/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,02/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,03/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,03/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,03/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,06/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,06/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,06/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,07/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,07/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,07/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,08/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Pâtes à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
1280,08/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Spécialité du jour,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1280,08/04/2026,midi,Du lundi au vendredi de 11h15 à 13h30,Assiette froide à la belle saison,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,27/03/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,27/03/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,27/03/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,27/03/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,27/03/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,30/03/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,30/03/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,30/03/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,30/03/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,30/03/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,30/03/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,31/03/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,31/03/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,31/03/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,31/03/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,31/03/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,31/03/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,01/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,01/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,01/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,01/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,01/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,01/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,02/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,02/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,02/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,02/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,02/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,02/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,03/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,03/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,03/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,03/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,03/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,03/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,06/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,06/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,06/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,06/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,06/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,06/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,07/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,07/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,07/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,07/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,07/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,07/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1281,08/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1281,08/04/2026,midi,Offre généraliste,Croque monsieur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,08/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1281,08/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1281,08/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1281,08/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,27/03/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,27/03/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,27/03/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,27/03/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,27/03/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,27/03/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,27/03/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,30/03/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,30/03/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,30/03/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,30/03/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,30/03/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,30/03/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,30/03/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,31/03/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,31/03/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,31/03/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,31/03/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,31/03/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,31/03/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,31/03/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,01/04/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,01/04/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,01/04/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,01/04/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,01/04/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,01/04/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,01/04/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,02/04/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,02/04/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,02/04/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,02/04/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,02/04/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,02/04/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,02/04/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,03/04/2026,midi,Midi,Sandwichs,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,03/04/2026,midi,Midi,Panini,C,Végétalien/Base Végétale,Bas,Street Food,250
1693,03/04/2026,midi,Midi,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1693,03/04/2026,midi,Midi,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1693,03/04/2026,midi,Midi,Pâtisserie,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1693,03/04/2026,midi,Midi,Cookies,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1693,03/04/2026,midi,Midi,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,27/03/2026,midi,Froid,Petites salades composées,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,27/03/2026,midi,Froid,Salades fraicheur,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,27/03/2026,midi,Chaud,Paninis,C,Végétalien/Base Végétale,Bas,Street Food,250
1027,27/03/2026,midi,Chaud,Pasta avec noisette de beurre,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,27/03/2026,midi,Chaud,Pasta carbonara ou bolognaise,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,27/03/2026,midi,Chaud,Plat du jour à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,27/03/2026,midi,Desserts,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,27/03/2026,midi,Desserts,"Beignets, doony's",E,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,700
1027,27/03/2026,midi,Desserts,"Compotes, yaourts, fruits",A,Végétarien,Bas,Cuisine Traditionnelle,80
1027,30/03/2026,midi,Froid,Petites salades composées,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,30/03/2026,midi,Froid,Salades fraicheur,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,30/03/2026,midi,Chaud,Paninis,C,Végétalien/Base Végétale,Bas,Street Food,250
1027,30/03/2026,midi,Chaud,Pasta avec noisette de beurre,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,30/03/2026,midi,Chaud,Pasta carbonara ou bolognaise,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,30/03/2026,midi,Chaud,Plat du jour à emporter,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,30/03/2026,midi,Desserts,Muffins,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1027,30/03/2026,midi,Desserts,"Beignets, doony's",E,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,700
1027,30/03/2026,midi,Desserts,"Compotes, yaourts, fruits",A,Végétarien,Bas,Cuisine Traditionnelle,80
1027,31/03/2026,midi,Froid,Petites salades composées,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,31/03/2026,midi,Froid,Salades fraicheur,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1027,31/03/2026,midi,Chaud,Paninis,C,Végétalien/Base Végétale,Bas,Street Food,250
